i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:19.18;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.79;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.79;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:20.00;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.51;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:19.76;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:19.76;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.83;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.44;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.66;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:18.66;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:18.66;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.13;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.44;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:18.65;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:18.65;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:16.85;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:17.04;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:17.12;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.24;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.95;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.05;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:19.08;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.16;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.55;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:19.77;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:19.77;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.86;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:16.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:16.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:16.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.15;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:18.42;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.42;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:18.63;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.80;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.56;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:17.77;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:17.85;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:17.85;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.75;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:17.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.04;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.04;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.84;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.05;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.05;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:19.16;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:17.04;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.37;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:17.37;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:17.37;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:19.60;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:19.60;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:19.60;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:19.60;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.38;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:17.38;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:17.45;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:17.66;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.85;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.03;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:18.34;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.34;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:18.15;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:18.45;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:18.56;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:18.75;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;4;0:17.85;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;3;0:17.86;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;1;0:17.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:17.96;
i7-4500@1.8GHz;pc1;4cpu-i7;0.1;stine;2;0:18.55;
